,Unnamed: 0,product_ndc,API,searched_API,Dosage_strength,Dosage_form,strength_num,Strength_unit,per_unit,strength_in_mg,unit_in_mg,strength_in_mg_per_1unit,is_tablet
286,355,69842-591,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
288,358,0113-0025,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
289,359,21130-569,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
290,360,41250-197,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
291,361,41520-374,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
292,362,49035-560,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
293,363,50844-539,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
296,368,60760-097,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
298,371,68998-171,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
299,372,70000-0145,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
301,374,69732-006,CAFFEINE,acetaminophen,65 mg/1,TABLET,65.0,mg,1,65.0,1.0,65.0,True
302,375,69842-298,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
303,376,69842-592,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
304,377,71930-054,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
306,379,41163-513,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
307,380,37012-544,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
309,382,47781-229,OXYCODONE HYDROCHLORIDE,acetaminophen,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
310,383,49035-561,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
311,384,51660-333,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
312,385,61919-494,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
313,387,63629-1907,OXYCODONE HYDROCHLORIDE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
314,388,66715-5822,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
315,389,67296-1815,OXYCODONE HYDROCHLORIDE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
316,390,68998-175,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
317,391,68084-825,TRAMADOL HYDROCHLORIDE,acetaminophen,37.5 mg/1,"TABLET, FILM COATED",37.5,mg,1,37.5,1.0,37.5,True
319,393,70000-0146,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
320,394,69732-007,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
321,395,70934-599,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
322,396,71930-055,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
323,397,0067-2040,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
327,401,41163-514,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
328,402,30142-181,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
329,403,36800-447,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
331,405,47781-230,OXYCODONE HYDROCHLORIDE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
332,406,53943-390,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
333,407,59726-494,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
334,408,63629-1908,OXYCODONE HYDROCHLORIDE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
335,409,68071-4673,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
336,410,68998-183,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
337,411,71930-056,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
340,414,41163-515,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
341,415,30142-184,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
344,418,37012-548,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
346,420,49483-340,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
347,421,63187-823,OXYCODONE HYDROCHLORIDE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
348,422,63629-1909,OXYCODONE HYDROCHLORIDE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
350,425,0363-9680,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
352,428,36800-449,ACETAMINOPHEN,acetaminophen,160 mg/1,"TABLET, CHEWABLE",160.0,mg,1,160.0,1.0,160.0,True
354,430,49483-341,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
356,432,53002-6030,BUTALBITAL,acetaminophen,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
358,435,63187-824,OXYCODONE HYDROCHLORIDE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
359,436,63629-1910,OXYCODONE HYDROCHLORIDE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
360,437,67296-1401,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
361,439,71335-0365,BUTALBITAL,acetaminophen,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
362,440,11822-6150,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
363,441,41163-520,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
364,442,36800-450,ACETAMINOPHEN,acetaminophen,160 mg/1,"TABLET, CHEWABLE",160.0,mg,1,160.0,1.0,160.0,True
365,443,37000-523,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
366,445,49483-342,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
367,446,0023-6022,HYDROCODONE BITARTRATE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
369,448,63824-514,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
371,450,63304-497,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
372,451,63629-1911,OXYCODONE HYDROCHLORIDE,acetaminophen,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
374,453,69842-306,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
375,454,11822-6160,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
376,455,11523-4325,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
377,456,37000-524,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
378,457,49348-151,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
379,458,50844-572,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
382,461,55301-446,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
383,462,59726-525,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
384,463,63629-1912,OXYCODONE HYDROCHLORIDE,acetaminophen,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
385,464,66715-5837,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
386,465,69842-308,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
387,467,72189-247,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
388,469,0067-8137,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
389,470,0924-0130,ASPIRIN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
390,471,68210-4124,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
392,473,36800-455,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
394,475,42681-0025,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
395,476,45865-656,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
396,477,49483-347,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
397,478,55301-450,ACETAMINOPHEN,acetaminophen,160 mg/1,"TABLET, CHEWABLE",160.0,mg,1,160.0,1.0,160.0,True
398,479,63304-561,CODEINE PHOSPHATE,acetaminophen,60 mg/1,TABLET,60.0,mg,1,60.0,1.0,60.0,True
399,481,70000-0159,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
401,484,0904-7095,OXYCODONE HYDROCHLORIDE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
403,486,11822-6179,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
404,487,68210-4155,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
406,490,41250-569,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
408,493,49035-223,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
409,494,53943-449,ACETAMINOPHEN,acetaminophen,160 mg/1,"TABLET, CHEWABLE",160.0,mg,1,160.0,1.0,160.0,True
411,496,62011-0357,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
412,497,63824-517,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
413,498,63304-562,CODEINE PHOSPHATE,acetaminophen,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
414,500,69842-311,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
416,502,68210-4156,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
417,503,0113-0484,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
419,505,49483-356,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
420,506,49873-082,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
421,507,50594-177,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
422,508,53746-617,TRAMADOL HYDROCHLORIDE,acetaminophen,37.5 mg/1,TABLET,37.5,mg,1,37.5,1.0,37.5,True
424,510,59779-334,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
425,511,62011-0359,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
427,514,63629-2151,BUTALBITAL,acetaminophen,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
428,515,68071-4362,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
429,517,68998-220,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
430,518,70000-0161,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
433,522,41250-572,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
436,528,49483-370,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
437,529,50594-183,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
438,530,50804-123,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
440,532,55910-625,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
441,533,55301-455,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
442,535,64850-641,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
443,536,67046-929,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
444,538,68998-223,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
448,543,16103-350,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
449,544,30142-193,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
452,553,59779-802,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
453,555,63187-293,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
454,557,63941-556,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
455,558,68210-1300,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
457,560,71335-0701,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
458,561,71335-1248,HYDROCODONE BITARTRATE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
459,562,0573-1238,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
462,566,11822-6304,ACETAMINOPHEN,acetaminophen,650 mg/1,TABLET,650.0,mg,1,650.0,1.0,650.0,True
464,568,21130-615,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
465,572,55301-464,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
466,575,59726-660,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
467,578,64850-642,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
468,580,68998-228,CHLORPHENIRAMINE MALEATE,acetaminophen,2 mg/1,"TABLET, COATED",2.0,mg,1,2.0,1.0,2.0,True
469,581,68210-1700,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
470,584,0406-0376,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
471,586,68210-4186,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
472,587,16103-353,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
475,592,52747-475,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, MULTILAYER",325.0,mg,1,325.0,1.0,325.0,True
476,593,55301-470,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
477,596,64850-643,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
478,597,68071-4941,HYDROCODONE BITARTRATE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
479,598,70000-0168,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
480,599,70729-001,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
481,600,72189-255,OXYCODONE HYDROCHLORIDE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
482,601,0603-2540,BUTALBITAL,acetaminophen,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
485,605,49873-114,ACETAMINOPHEN,acetaminophen,162.5 mg/1,TABLET,162.5,mg,1,162.5,1.0,162.5,True
486,606,50844-664,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
487,607,59726-669,ACETAMINOPHEN,acetaminophen,650 mg/1,TABLET,650.0,mg,1,650.0,1.0,650.0,True
489,609,61919-230,TRAMADOL HYDROCHLORIDE,acetaminophen,37.5 mg/1,TABLET,37.5,mg,1,37.5,1.0,37.5,True
490,610,68210-2000,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
491,611,0363-0865,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
492,612,71335-1764,BUTALBITAL,acetaminophen,50 mg/1,"TABLET, COATED",50.0,mg,1,50.0,1.0,50.0,True
493,613,72189-256,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
496,619,37808-945,ACETAMINOPHEN,acetaminophen,160 mg/1,"TABLET, CHEWABLE",160.0,mg,1,160.0,1.0,160.0,True
498,621,55910-630,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
499,622,55301-502,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
500,623,59779-350,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
501,624,63868-325,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
502,625,72189-257,OXYCODONE HYDROCHLORIDE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
503,626,10888-8171,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
505,628,65498-286,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
506,629,41163-560,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
508,632,50804-128,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
509,633,50844-679,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
511,635,55319-739,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
512,637,67296-1415,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
515,640,70729-175,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
516,641,72288-721,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
517,642,0067-8145,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
518,643,10888-8174,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
520,645,65498-344,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
521,646,11673-210,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
524,649,41250-219,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
526,651,41250-948,ACETAMINOPHEN,acetaminophen,160 mg/1,"TABLET, CHEWABLE",160.0,mg,1,160.0,1.0,160.0,True
527,658,68998-300,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
528,660,68210-2002,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
530,662,71335-1767,BUTALBITAL,acetaminophen,50 mg/1,"TABLET, COATED",50.0,mg,1,50.0,1.0,50.0,True
531,664,10888-8176,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
533,666,0924-0131,CAFFEINE,acetaminophen,65 mg/1,"TABLET, FILM COATED",65.0,mg,1,65.0,1.0,65.0,True
535,670,41250-220,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
536,672,50594-374,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
539,675,59779-824,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
540,677,0363-0543,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
541,678,68016-625,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
543,682,0904-5769,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
545,684,36800-474,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
550,689,55670-122,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
551,690,63187-838,HYDROCODONE BITARTRATE,acetaminophen,2.5 mg/1,TABLET,2.5,mg,1,2.5,1.0,2.5,True
552,691,66715-6706,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
553,692,68016-628,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
554,694,68391-004,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
557,697,0615-8250,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
558,698,0904-1982,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
559,699,16103-376,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
560,701,30142-727,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
562,703,53329-988,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
565,706,55670-130,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
566,708,63187-585,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
567,709,63940-235,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
568,710,0363-4066,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
569,712,69842-322,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
570,713,71335-0063,HYDROCODONE BITARTRATE,acetaminophen,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
571,714,71399-2855,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
574,718,46122-312,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
575,719,50090-5459,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
